	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0989483	0.0389846	0.0199469	0.0113093	0.0065882	0.00380301	0.00226396	0.0012636	0.000710149	0.000350753
d1_1	0.267064	0.0256013	0.0159936	0.0112158	0.0083832	0.00612574	0.00442762	0.00302936	0.00206581	0.00127567	0.000788143
d1_2	0.0821736	0.0152512	0.0105462	0.00815713	0.00670292	0.00559968	0.00453465	0.00352152	0.00265833	0.00201304	0.00140672
d1_3	0.0339472	0.0100531	0.00749401	0.0065935	0.00573802	0.00503722	0.00440197	0.0036295	0.00315668	0.00245551	0.00230294
d1_4	0.0160615	0.00684509	0.00570673	0.00512708	0.0047785	0.00438496	0.00414776	0.00364866	0.00346119	0.00303823	0.00336273
d1_5	0.00796015	0.00432544	0.00413579	0.00396725	0.00389769	0.00398212	0.00379342	0.00365027	0.00356002	0.00334614	0.0044943
d1_6	0.00409374	0.00277485	0.00294626	0.00290236	0.00313915	0.00319223	0.00330379	0.00346518	0.00356228	0.0038267	0.00593543
d1_7	0.00200142	0.00162275	0.00185703	0.00203037	0.00236954	0.00263165	0.00280457	0.0030692	0.00316918	0.0038945	0.00775061
d1_8	0.000809979	0.000948463	0.00112537	0.00131151	0.00163118	0.0018498	0.00213266	0.00240657	0.00296922	0.00372312	0.00987196
d1_9	0.000323351	0.000369279	0.000522775	0.00068534	0.000924316	0.00119027	0.0015797	0.00181414	0.0023404	0.00333057	0.0127887
d1_10	9.30584e-05	0.000154921	0.000198291	0.000284082	0.000406345	0.000576155	0.000826229	0.00114673	0.00158825	0.00254602	0
