	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0987898	0.0389527	0.0198806	0.0113168	0.0066771	0.00384105	0.00228697	0.00127849	0.000685129	0.000342664
d1_1	0.267046	0.0250106	0.0156924	0.0114225	0.0082164	0.00614148	0.00440747	0.00311053	0.00211182	0.00137457	0.000893704
d1_2	0.084023	0.0151396	0.0103114	0.00834913	0.00668278	0.0054457	0.00440534	0.00359009	0.00260427	0.00198005	0.00159265
d1_3	0.035488	0.00973016	0.00746817	0.00639235	0.00552091	0.00490196	0.00417919	0.00355286	0.00310734	0.00259593	0.00249729
d1_4	0.0169103	0.00646548	0.00548957	0.00496326	0.0045724	0.00438868	0.00408194	0.0036923	0.00344945	0.0030247	0.00345896
d1_5	0.00851932	0.00432713	0.00399253	0.00382436	0.00377377	0.00379672	0.00359065	0.00357999	0.00344805	0.00344089	0.00483413
d1_6	0.00416562	0.00272187	0.00282502	0.00279188	0.00304449	0.0031763	0.00319381	0.00333562	0.00344342	0.0035802	0.00633771
d1_7	0.00206146	0.0016605	0.00181972	0.00192792	0.00223816	0.00239327	0.00269296	0.00299085	0.00324621	0.00374661	0.00807669
d1_8	0.000884334	0.000869892	0.000964246	0.00137041	0.00157815	0.00182511	0.00208295	0.00248477	0.00282919	0.00368054	0.010094
d1_9	0.000343421	0.000392873	0.000534362	0.000707968	0.000916268	0.00119625	0.0014279	0.00188343	0.00231362	0.00309511	0.0130073
d1_10	7.85584e-05	0.000112514	0.000179249	0.000280187	0.000395133	0.000585576	0.000772352	0.00100728	0.00152982	0.002445	0
