	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0988515	0.0388046	0.0197356	0.0109627	0.00645957	0.00372733	0.0021955	0.00120477	0.000620714	0.000291541
d1_1	0.254542	0.0253125	0.0161491	0.0114907	0.00844538	0.00606648	0.00445783	0.00307816	0.00212742	0.00134523	0.000850236
d1_2	0.0836066	0.0152499	0.010589	0.00855413	0.00697747	0.00569092	0.00445547	0.0034307	0.0027068	0.001957	0.00155438
d1_3	0.0359385	0.0101009	0.00782941	0.00665823	0.0058971	0.00514888	0.00445112	0.00376037	0.00317089	0.0026608	0.00245577
d1_4	0.0172235	0.00677236	0.00568558	0.00513311	0.00493774	0.0043915	0.00417862	0.0037439	0.00355838	0.0030937	0.00343755
d1_5	0.00851273	0.00445013	0.00402361	0.00399168	0.00411377	0.00397904	0.00393786	0.00367511	0.00348307	0.00347773	0.00476712
d1_6	0.00431508	0.00282422	0.00296262	0.00284846	0.00311025	0.00318795	0.00347736	0.00348542	0.00354887	0.00388009	0.00653556
d1_7	0.00209947	0.00175854	0.00188746	0.00209081	0.0023931	0.00260037	0.00286064	0.00314821	0.00346886	0.00393496	0.00834372
d1_8	0.000928945	0.000898844	0.00111977	0.00128806	0.00162452	0.00197848	0.0022947	0.00260614	0.00296197	0.00383976	0.0106863
d1_9	0.000336422	0.000419514	0.000598802	0.00075165	0.000993351	0.00119963	0.00161882	0.00198458	0.00251845	0.00334462	0.0130735
d1_10	7.68803e-05	0.000109562	0.00021223	0.000299777	0.000405457	0.000627824	0.000783355	0.00120807	0.00172114	0.00259556	0
