	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.10383	0.0400145	0.0200083	0.0111738	0.00636186	0.00373131	0.00210705	0.00112372	0.000584076	0.00026744
d1_1	0.268133	0.0239925	0.0157666	0.0112222	0.00836289	0.00611174	0.00440804	0.0029702	0.00212725	0.00126753	0.000756863
d1_2	0.0836794	0.0138366	0.0101859	0.00820852	0.00689211	0.00564118	0.00442316	0.00340032	0.00258921	0.00189028	0.0014855
d1_3	0.0349586	0.00927203	0.00724706	0.00635157	0.00569955	0.00511997	0.00443579	0.00366569	0.00302286	0.00240192	0.00227577
d1_4	0.0163237	0.00602793	0.00548118	0.0050236	0.00478963	0.00441771	0.00407431	0.00369433	0.00328167	0.00286214	0.00333228
d1_5	0.0081366	0.0040457	0.00391122	0.00395261	0.00385151	0.00374884	0.00373608	0.00369012	0.00344596	0.00321229	0.00466866
d1_6	0.00401833	0.00259942	0.00271374	0.00285674	0.00302032	0.00326219	0.00342312	0.00338988	0.00349435	0.00348981	0.00611683
d1_7	0.00193946	0.00159015	0.00179843	0.00203971	0.00232419	0.00260907	0.00276935	0.00296618	0.00320017	0.00368039	0.0080497
d1_8	0.000881717	0.000897702	0.00105607	0.00131272	0.00155367	0.00190163	0.00219387	0.00241301	0.00280844	0.0034453	0.0102147
d1_9	0.000287238	0.000399393	0.000576931	0.000759614	0.000965386	0.00127666	0.0014709	0.00176047	0.00237919	0.00312492	0.0127796
d1_10	7.99045e-05	0.000104432	0.000171287	0.000279512	0.000437887	0.000573018	0.000805328	0.00109135	0.00158274	0.00235177	0
