	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0967798	0.0379568	0.0197856	0.0109382	0.00629536	0.00379963	0.00224531	0.00126565	0.000637726	0.000290612
d1_1	0.257287	0.0259486	0.0160545	0.0112032	0.00836036	0.00609286	0.00435589	0.00315552	0.00213012	0.00137648	0.00086721
d1_2	0.0832711	0.0156879	0.0107534	0.0084222	0.00705864	0.00549755	0.00448096	0.00345222	0.00274466	0.00196529	0.00152812
d1_3	0.0358836	0.0104235	0.00781087	0.00649541	0.00583785	0.00510305	0.00456881	0.00382859	0.00320818	0.00267648	0.00243364
d1_4	0.0170377	0.00687371	0.005717	0.00531657	0.00482853	0.00450399	0.00407493	0.0037057	0.00353056	0.00323675	0.00346254
d1_5	0.00854023	0.00450671	0.00409771	0.00399538	0.00385848	0.00393513	0.0037916	0.00374068	0.00366843	0.00362107	0.00485209
d1_6	0.00413622	0.00290039	0.00287252	0.00286651	0.00304989	0.00320202	0.00336673	0.00353586	0.00361141	0.00394744	0.00644826
d1_7	0.00208582	0.00174379	0.00188886	0.0020437	0.00233761	0.00251596	0.00286244	0.00297112	0.00342997	0.00415589	0.00852701
d1_8	0.00090931	0.000906384	0.0011646	0.00132449	0.00158171	0.00182337	0.00233767	0.00253246	0.00302052	0.00392377	0.0105913
d1_9	0.000328651	0.000433244	0.000562215	0.000783958	0.00091757	0.00120908	0.00153618	0.00180443	0.00239877	0.00341863	0.0131989
d1_10	7.27552e-05	0.000121981	0.000196742	0.000319424	0.000443041	0.0005631	0.000853806	0.00118637	0.0015614	0.00262075	0
