	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.103527	0.0403521	0.0202039	0.0114101	0.0063526	0.00370922	0.00214916	0.00114672	0.000628853	0.000302772
d1_1	0.262947	0.025905	0.0163432	0.0114883	0.00840231	0.00599419	0.00433938	0.00303485	0.00192578	0.0012384	0.000768398
d1_2	0.0824807	0.0150329	0.0107291	0.00834451	0.0069421	0.0055569	0.00446992	0.00344797	0.00253907	0.00173175	0.00138523
d1_3	0.0350235	0.00994044	0.00761046	0.00639758	0.00573618	0.00495748	0.00423241	0.00375658	0.00301697	0.00244732	0.00221488
d1_4	0.0163879	0.0065334	0.00557607	0.00500559	0.00487398	0.00442748	0.00408581	0.0038066	0.00322473	0.00297252	0.0032176
d1_5	0.00818013	0.00425421	0.00394282	0.00401981	0.00379149	0.00391442	0.0036125	0.00365465	0.00347547	0.00333777	0.0045717
d1_6	0.00396723	0.00273243	0.00268129	0.00295332	0.00305745	0.00308559	0.00339417	0.0033065	0.00346475	0.00362896	0.00598256
d1_7	0.00193787	0.00164127	0.00177635	0.0020827	0.00225019	0.00248898	0.00277188	0.00293048	0.00326273	0.00382178	0.00785075
d1_8	0.000819159	0.000780443	0.00105599	0.00129201	0.00160426	0.00185092	0.00220883	0.00246552	0.00297409	0.00359547	0.00979048
d1_9	0.000304291	0.000396759	0.000507921	0.000739961	0.000977466	0.0011213	0.00148735	0.0018858	0.00239635	0.00321793	0.0125633
d1_10	8.98676e-05	0.000135287	0.000177755	0.000301961	0.000421192	0.000570205	0.000894171	0.00114	0.00161587	0.00251915	0
