	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.103898	0.040491	0.0203236	0.0111337	0.00638453	0.00376645	0.00214107	0.00111948	0.000609779	0.000268066
d1_1	0.266354	0.0236587	0.015629	0.0114248	0.00847189	0.00620878	0.00435249	0.00305492	0.00197973	0.00124015	0.000820458
d1_2	0.0829584	0.0136582	0.0101961	0.008313	0.00680712	0.0056313	0.00456886	0.00345842	0.00258375	0.00177867	0.00142422
d1_3	0.0347434	0.00887782	0.00743726	0.00642826	0.00572224	0.00513094	0.0044206	0.00368666	0.0029314	0.00244141	0.00221587
d1_4	0.0165295	0.00603698	0.00530579	0.00513831	0.00483591	0.00442387	0.00419215	0.00385058	0.00330398	0.00294824	0.00335661
d1_5	0.00819324	0.00425017	0.00393897	0.00393619	0.00399061	0.00390821	0.00383602	0.00365301	0.00344518	0.00339885	0.00454986
d1_6	0.00424962	0.00269958	0.00273783	0.00298676	0.00317133	0.0032061	0.00330435	0.00343069	0.00335456	0.00336052	0.0061849
d1_7	0.00197985	0.00164507	0.0017777	0.00204465	0.00238406	0.00261994	0.00280947	0.00299606	0.00326503	0.00358213	0.00795759
d1_8	0.000868954	0.000832542	0.00106485	0.00132539	0.00166501	0.00193233	0.00219271	0.00259281	0.00287821	0.00353662	0.010122
d1_9	0.000330797	0.000388685	0.000544898	0.00081034	0.000948303	0.00126666	0.00153543	0.00188767	0.00231908	0.00318075	0.0125849
d1_10	7.85711e-05	0.000134851	0.000185782	0.000302389	0.000421201	0.000582383	0.000839243	0.00117283	0.00164565	0.00231397	0
