	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0999662	0.038534	0.01921	0.0105848	0.00607896	0.00346289	0.00198109	0.00101729	0.000539296	0.000251356
d1_1	0.268341	0.0244498	0.015896	0.0115873	0.00838617	0.00616919	0.00442385	0.00293387	0.0019342	0.00115979	0.000701746
d1_2	0.0831018	0.0139463	0.0103054	0.00844183	0.00699176	0.005745	0.00450689	0.00351101	0.00258421	0.00191119	0.00142491
d1_3	0.0347616	0.00940881	0.00738615	0.00662358	0.005792	0.00509569	0.00447571	0.00383319	0.0031433	0.0023769	0.00227855
d1_4	0.0163113	0.00607242	0.00550631	0.00518563	0.00484538	0.0045827	0.00425902	0.00385739	0.00341028	0.00316232	0.00341659
d1_5	0.00820042	0.00415627	0.00396057	0.0040551	0.00398496	0.00387857	0.00384827	0.00378652	0.00354487	0.00343841	0.00497869
d1_6	0.00395772	0.00277767	0.00272413	0.00293773	0.00315578	0.00331997	0.00339092	0.00342844	0.0034975	0.00368734	0.00645332
d1_7	0.00187428	0.00155511	0.00182284	0.00207085	0.00235047	0.00251231	0.00281899	0.0030537	0.00329677	0.00386857	0.00846595
d1_8	0.000784309	0.000869845	0.000975876	0.00128469	0.00155693	0.00192514	0.00221073	0.00253978	0.00286304	0.00359622	0.0109052
d1_9	0.00026966	0.000308493	0.000502444	0.000667991	0.000989123	0.00124891	0.0014794	0.00187253	0.00235444	0.00333215	0.0135531
d1_10	6.05521e-05	0.000106	0.000144405	0.000252513	0.00036709	0.000538774	0.000754043	0.00103586	0.00162069	0.00231343	0
