	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101291	0.0400796	0.0204864	0.0115693	0.00689464	0.00403233	0.00235861	0.00136512	0.000714214	0.000365274
d1_1	0.271607	0.0249851	0.0155023	0.011161	0.00828289	0.00597567	0.0045314	0.00325091	0.0021326	0.0014254	0.000879788
d1_2	0.0843224	0.0146512	0.0100966	0.00799606	0.00667565	0.00536079	0.00429851	0.0035266	0.00266969	0.00190611	0.00165441
d1_3	0.0351004	0.00974621	0.00730681	0.00612344	0.00546399	0.00482637	0.00407381	0.00357934	0.00291725	0.00252972	0.00238001
d1_4	0.0166929	0.00651005	0.00524327	0.00480279	0.00458952	0.0041477	0.0038485	0.00349285	0.00323603	0.00304545	0.00341258
d1_5	0.00832147	0.00415577	0.00368337	0.00375173	0.00358963	0.00366855	0.00346237	0.0034221	0.00319508	0.00318735	0.00465282
d1_6	0.00419637	0.00281836	0.00272447	0.00271293	0.00284898	0.00295554	0.00313941	0.00313881	0.00324925	0.00359175	0.00604735
d1_7	0.00200829	0.00168433	0.00177103	0.00196183	0.00216581	0.00243786	0.00262856	0.00277674	0.00314722	0.00372037	0.0077303
d1_8	0.000945096	0.000813129	0.00106389	0.00132821	0.00153626	0.00181201	0.00208906	0.00236389	0.00277526	0.00358315	0.00979307
d1_9	0.000339595	0.000441704	0.000553835	0.00074929	0.000940921	0.001092	0.0014604	0.00175323	0.00216258	0.00301145	0.0123012
d1_10	9.03161e-05	0.000115786	0.000220048	0.000265994	0.00039587	0.000601973	0.000788287	0.00108646	0.0015029	0.00235957	0
