	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100594	0.0397998	0.0204275	0.0117304	0.00707445	0.00411283	0.00237885	0.0013492	0.000755688	0.000388367
d1_1	0.27317	0.023692	0.0152521	0.0110522	0.00824972	0.00603395	0.00452556	0.00316749	0.00215187	0.00144064	0.000849687
d1_2	0.0819355	0.0140993	0.0101638	0.00799632	0.0067429	0.00536996	0.00437743	0.00347169	0.00273833	0.00201209	0.00151071
d1_3	0.0339818	0.00936083	0.00731657	0.0063672	0.00551523	0.00485302	0.00434025	0.00363061	0.00297218	0.00239053	0.00227898
d1_4	0.0162091	0.00641639	0.0053525	0.00503556	0.00454754	0.00442807	0.00395795	0.00363298	0.00324551	0.00284435	0.00327004
d1_5	0.00805717	0.00436787	0.00399655	0.00379239	0.0038411	0.00373516	0.0036572	0.00343166	0.00334847	0.00335274	0.00447087
d1_6	0.00411163	0.002773	0.00280316	0.0029414	0.00305311	0.00322644	0.00327408	0.00333252	0.00333113	0.00356212	0.00600821
d1_7	0.00202606	0.00167317	0.00183194	0.00207376	0.00241669	0.00250184	0.00275134	0.00294816	0.00313473	0.00368967	0.00769333
d1_8	0.000911329	0.0009714	0.00116015	0.00138741	0.00159694	0.00185038	0.00219183	0.00247146	0.00298236	0.0034852	0.00989827
d1_9	0.000353635	0.000454062	0.00056301	0.000770928	0.00100631	0.00125034	0.00154419	0.00190218	0.00234549	0.00306439	0.0122992
d1_10	0.000107372	0.000161134	0.000202537	0.000311019	0.00041824	0.000636349	0.000872062	0.00102876	0.00164884	0.00238315	0
