	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101842	0.0399167	0.0201563	0.0112518	0.0064177	0.00370655	0.00220917	0.00121643	0.000684878	0.000284978
d1_1	0.263305	0.0264478	0.0163491	0.0115533	0.00838277	0.00585286	0.00427273	0.0029524	0.00205215	0.00125623	0.000753345
d1_2	0.084132	0.0156691	0.0106517	0.00847301	0.0066992	0.00566318	0.00436092	0.00340415	0.00256113	0.00194636	0.00140279
d1_3	0.0348581	0.0101939	0.00744944	0.00638698	0.00564359	0.00491217	0.00424147	0.00364372	0.00298919	0.00253543	0.00225183
d1_4	0.0164312	0.00676762	0.00550427	0.00513073	0.00475162	0.00434691	0.00395285	0.00377197	0.00326196	0.00298479	0.00338154
d1_5	0.00812478	0.00439927	0.00395153	0.00377737	0.00381359	0.00382196	0.00366506	0.00351039	0.00344978	0.00349424	0.00451003
d1_6	0.00404966	0.00262788	0.00267571	0.00293975	0.00295076	0.00312111	0.0033597	0.00338412	0.00341531	0.00376048	0.00602998
d1_7	0.00189592	0.00159707	0.00171477	0.0019626	0.00221333	0.00256211	0.00271199	0.00283189	0.0031727	0.00390104	0.00775583
d1_8	0.000789759	0.000906134	0.00105829	0.0012076	0.00148526	0.00186566	0.00208823	0.0025092	0.0028843	0.00379599	0.0100468
d1_9	0.000281074	0.000368583	0.000572195	0.000681254	0.000866627	0.00108406	0.00147564	0.00188755	0.002438	0.00329182	0.0123978
d1_10	6.66041e-05	0.0001528	0.000176064	0.000260601	0.000347953	0.000567047	0.000809353	0.00111907	0.00165163	0.00249679	0
