	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0971663	0.0392736	0.020369	0.0115714	0.00694114	0.00428564	0.00252398	0.00142152	0.000799799	0.000362649
d1_1	0.269531	0.0259872	0.0157591	0.0111707	0.00815626	0.00624221	0.0043936	0.00322514	0.00224883	0.00147727	0.000894001
d1_2	0.0820066	0.0157269	0.0104017	0.00810807	0.00661993	0.00541873	0.00445784	0.00359921	0.00279709	0.00202284	0.0015525
d1_3	0.0340251	0.0102952	0.00765135	0.00647999	0.00544403	0.00476703	0.00420858	0.00361724	0.00305718	0.00255699	0.00223973
d1_4	0.0161578	0.00696196	0.00556363	0.00499591	0.00468101	0.00431226	0.00401946	0.00353791	0.00330425	0.00299531	0.00316249
d1_5	0.00806331	0.00461553	0.00403004	0.00405172	0.00380539	0.00361617	0.00363172	0.0036715	0.00336799	0.00350704	0.00437827
d1_6	0.00400108	0.00289373	0.00281258	0.00282085	0.00303677	0.00318915	0.00328421	0.0032193	0.00339232	0.00373802	0.00583259
d1_7	0.00195323	0.00176767	0.00189098	0.0020716	0.00231552	0.00246009	0.00259912	0.00293755	0.00330164	0.00377367	0.00743254
d1_8	0.000945741	0.000949422	0.00119611	0.00140671	0.00157335	0.00180487	0.00214916	0.00245048	0.00293892	0.0037224	0.0096802
d1_9	0.000290093	0.000462702	0.000618761	0.000761272	0.000927414	0.00124542	0.00141469	0.00183564	0.00234717	0.00328015	0.0122796
d1_10	7.38349e-05	0.00013742	0.00018654	0.00030415	0.000443884	0.000612607	0.000753652	0.00106061	0.00164336	0.00249422	0
