	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0922735	0.037407	0.0194561	0.011416	0.00675859	0.00406939	0.002472	0.00140335	0.000758779	0.000377068
d1_1	0.27236	0.0258928	0.0157871	0.0111349	0.00823236	0.00599896	0.00445089	0.00324155	0.00227699	0.00148171	0.000921422
d1_2	0.0810172	0.0159551	0.0104828	0.00800613	0.00658283	0.00551948	0.00449665	0.00354075	0.00280803	0.00209374	0.00152048
d1_3	0.0335401	0.0104241	0.00779625	0.00648856	0.00569501	0.00494448	0.00436537	0.00371929	0.00323973	0.00265543	0.00233886
d1_4	0.0158826	0.00708913	0.00565997	0.00522718	0.00479053	0.00446545	0.00412518	0.0036452	0.00348027	0.00312924	0.00328784
d1_5	0.00787869	0.00471135	0.0042569	0.00403219	0.00394763	0.00400539	0.00376172	0.00363642	0.00360726	0.00370399	0.00451186
d1_6	0.00394079	0.00292383	0.00292595	0.00288695	0.00319351	0.00316353	0.00336713	0.0034564	0.00348199	0.00398308	0.00605584
d1_7	0.00192772	0.00172017	0.00191763	0.00209758	0.0023687	0.00247723	0.00277687	0.00293942	0.00343292	0.00404468	0.00785631
d1_8	0.000823633	0.000963629	0.00116852	0.00134626	0.00159188	0.00184766	0.00207479	0.00243749	0.00291001	0.00392	0.0100474
d1_9	0.000347205	0.00043901	0.000609242	0.000746687	0.000957935	0.00115689	0.00150857	0.00191628	0.00246286	0.00334086	0.0126635
d1_10	7.88099e-05	0.00011553	0.000175177	0.00029541	0.000409334	0.000576672	0.00083614	0.00104381	0.00157581	0.00243839	0
