	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.10081	0.0396079	0.0201477	0.0111474	0.0064545	0.00378745	0.00225457	0.00121671	0.0006456	0.000277249
d1_1	0.26246	0.0261029	0.0161691	0.011245	0.00818806	0.00597534	0.00432802	0.00305084	0.00206295	0.00131587	0.000774917
d1_2	0.0845797	0.0157377	0.0105574	0.00825941	0.00658874	0.0056106	0.00438254	0.00343142	0.00279262	0.00193148	0.00146543
d1_3	0.0356377	0.0100774	0.00757789	0.00655431	0.0057403	0.00479622	0.00423768	0.00369172	0.00311043	0.00257821	0.00236004
d1_4	0.0168494	0.00668132	0.0055595	0.00496053	0.00456513	0.00438758	0.0039892	0.00353456	0.00330009	0.00295326	0.00335746
d1_5	0.00834417	0.00440748	0.00399262	0.00391137	0.00389969	0.0037742	0.00376257	0.00364302	0.00352465	0.00348938	0.00468985
d1_6	0.00403	0.00267199	0.002698	0.0027081	0.00297582	0.00317368	0.00319694	0.00326962	0.00347791	0.00371525	0.00613852
d1_7	0.00194066	0.0016468	0.00179937	0.00203667	0.00217782	0.00234938	0.00276396	0.00294272	0.00329643	0.00385674	0.00806713
d1_8	0.000812179	0.00083533	0.00111144	0.00128467	0.0015324	0.00185949	0.0019901	0.00232097	0.00283932	0.00374024	0.0103899
d1_9	0.000276465	0.000384744	0.000520942	0.000693657	0.000917386	0.00108737	0.00138884	0.00178452	0.00235479	0.0033507	0.0127406
d1_10	6.78021e-05	0.000129274	0.000184998	0.000280021	0.000404797	0.000513918	0.000754741	0.00111759	0.0016229	0.00247666	0
