	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0975316	0.0382963	0.0198209	0.0111254	0.00664156	0.00381379	0.00223573	0.00126936	0.000702572	0.000326623
d1_1	0.259921	0.026636	0.0161567	0.0114655	0.00841594	0.00610103	0.00435383	0.00312377	0.00209017	0.00140253	0.00083684
d1_2	0.0834547	0.0162409	0.0108639	0.00848095	0.00681084	0.00565938	0.00443759	0.00350214	0.00269034	0.00204332	0.00154574
d1_3	0.0352725	0.0107009	0.00779917	0.00655716	0.00562929	0.00507048	0.00431747	0.00372682	0.00312982	0.00268411	0.00228335
d1_4	0.0166218	0.00696076	0.00578692	0.00519473	0.0046869	0.0044209	0.00406804	0.00386219	0.00338112	0.00313418	0.00330595
d1_5	0.00833366	0.0046873	0.00409412	0.0039345	0.00388186	0.00377152	0.00381439	0.0036751	0.00350878	0.00364227	0.00455635
d1_6	0.00402321	0.00285089	0.00282153	0.00303416	0.00301459	0.00320176	0.00325944	0.00338388	0.00359894	0.00385785	0.00617499
d1_7	0.00193691	0.00171955	0.00182069	0.00197051	0.00223387	0.00251577	0.00272127	0.00308062	0.00331995	0.00409855	0.00796226
d1_8	0.000883001	0.000930222	0.00106707	0.00134074	0.0015415	0.00188147	0.00211749	0.00254425	0.0029981	0.003959	0.0101239
d1_9	0.000293114	0.000424371	0.000536094	0.00071421	0.000927425	0.0012066	0.0014662	0.00190955	0.00235947	0.00345782	0.0125444
d1_10	6.68167e-05	0.000121202	0.000212497	0.000265843	0.000370843	0.000569188	0.000815091	0.00105775	0.00153768	0.00266442	0
