	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100278	0.0389609	0.0196845	0.0109836	0.00632662	0.00363804	0.00208411	0.00116257	0.000584078	0.000321201
d1_1	0.257238	0.0259402	0.0161771	0.0114779	0.00828543	0.00608307	0.00423479	0.00308492	0.00210994	0.00128156	0.000787208
d1_2	0.0841718	0.0154936	0.0108209	0.0086174	0.00675505	0.00558233	0.00434251	0.00350765	0.00267259	0.00199192	0.00144782
d1_3	0.0356606	0.0102008	0.00782695	0.00668245	0.00566928	0.0050597	0.00430971	0.00369438	0.0031296	0.00248148	0.00234926
d1_4	0.0172014	0.0066681	0.00556213	0.00512646	0.00478338	0.00439099	0.00417199	0.00379139	0.00354509	0.00315111	0.00347205
d1_5	0.00844548	0.00445351	0.00414613	0.00401343	0.00381699	0.00381127	0.00371516	0.00378268	0.00367	0.00359666	0.00478724
d1_6	0.00414571	0.00287247	0.00292023	0.00287964	0.00314709	0.00316374	0.00337048	0.00340014	0.0035091	0.00379031	0.00639702
d1_7	0.00196151	0.00158597	0.00183365	0.00197719	0.00221271	0.00252476	0.00270428	0.0031016	0.00336263	0.00405413	0.00808944
d1_8	0.000794275	0.000953933	0.00105879	0.00128491	0.00150522	0.00175722	0.002079	0.00256746	0.00302747	0.00392477	0.0106883
d1_9	0.000300523	0.000399797	0.000528716	0.000768806	0.000897919	0.00117986	0.00151276	0.00182535	0.00239781	0.00330801	0.0131622
d1_10	8.36845e-05	0.000110854	0.000175673	0.000269119	0.000396418	0.000547357	0.00080428	0.00112666	0.00167054	0.00259426	0
