	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0987645	0.0382791	0.0192796	0.0107152	0.00604115	0.00345288	0.00204057	0.0011494	0.000562015	0.000251442
d1_1	0.262652	0.0241178	0.0158087	0.0114961	0.00845029	0.0061748	0.0043448	0.00296459	0.00198707	0.00117541	0.000793823
d1_2	0.0829059	0.014124	0.0104504	0.00841239	0.0070805	0.00572428	0.004507	0.00363397	0.00264194	0.00186362	0.00147928
d1_3	0.0351925	0.00930614	0.00761069	0.00680504	0.00601482	0.00536327	0.00455932	0.0037291	0.00321127	0.00250043	0.00241198
d1_4	0.0165873	0.00659407	0.00585873	0.00524611	0.00496122	0.00461486	0.00438249	0.00383848	0.00358292	0.00301845	0.00360177
d1_5	0.00839325	0.00428973	0.00394696	0.00390922	0.00416364	0.00424473	0.0039751	0.00372593	0.00354719	0.00356605	0.00488804
d1_6	0.0042238	0.00266008	0.00291538	0.00296986	0.00321494	0.00330307	0.00341661	0.00352028	0.00376962	0.00381088	0.0065157
d1_7	0.00195261	0.00160168	0.00187275	0.00204083	0.00238252	0.00275808	0.00296027	0.00325079	0.00335714	0.00375083	0.00859769
d1_8	0.000892419	0.000788022	0.0010685	0.00138784	0.00158706	0.00197875	0.00223434	0.00251331	0.00300548	0.00362477	0.0107313
d1_9	0.000318022	0.000346351	0.000527277	0.000698638	0.000970908	0.00120701	0.00156084	0.00191928	0.00238519	0.00325295	0.0137113
d1_10	6.48912e-05	0.000109004	0.000192492	0.000278649	0.000372373	0.000540282	0.000834979	0.00110249	0.00160639	0.00237812	0
