	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0993332	0.0409726	0.0219067	0.0127013	0.00777677	0.00468234	0.00279545	0.00158319	0.000864691	0.00037508
d1_1	0.253953	0.0239913	0.0153849	0.0110758	0.00837259	0.00616113	0.0044154	0.00302804	0.00221797	0.00128888	0.000729368
d1_2	0.075959	0.0151597	0.0107662	0.00863031	0.00699535	0.00565709	0.00448642	0.0034377	0.00263129	0.00184045	0.00116526
d1_3	0.0321969	0.0105827	0.00830758	0.00694765	0.00598686	0.00519928	0.00444623	0.00370531	0.00298672	0.00229227	0.00190322
d1_4	0.0154405	0.00746577	0.00626206	0.00576139	0.0053242	0.00477186	0.00434792	0.00397432	0.00338434	0.00277197	0.00269684
d1_5	0.0079714	0.00497632	0.00459901	0.00455736	0.00443254	0.00418641	0.00412304	0.0038112	0.00348805	0.00335096	0.00376325
d1_6	0.0040734	0.0031388	0.00330879	0.0034392	0.00364564	0.00355939	0.00378851	0.00367892	0.00362566	0.00373105	0.00520254
d1_7	0.00201999	0.00190314	0.00215544	0.00236944	0.00270301	0.00291585	0.0030929	0.00331058	0.00358844	0.00379789	0.00698295
d1_8	0.000895673	0.00104792	0.00134513	0.00161133	0.00191556	0.00219419	0.00247942	0.00286886	0.00326153	0.00380942	0.0091727
d1_9	0.000357751	0.00049331	0.000789553	0.000849896	0.00113159	0.00147039	0.00187226	0.00218397	0.00277645	0.00347021	0.011801
d1_10	0.000110265	0.000206594	0.000283633	0.000409101	0.000596242	0.000834877	0.00106056	0.00148744	0.00198461	0.00284327	0
