	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.105954	0.0405472	0.0202265	0.011025	0.00620444	0.0035195	0.00194416	0.00104673	0.000543226	0.000246507
d1_1	0.263569	0.0257332	0.016447	0.0117122	0.00841914	0.00592893	0.00429792	0.00297216	0.001952	0.00120951	0.000754621
d1_2	0.0840862	0.0148328	0.0105187	0.00851941	0.00685157	0.00551886	0.00430582	0.00347861	0.00245402	0.00186506	0.00136083
d1_3	0.0355565	0.0095783	0.00758367	0.00659103	0.00561843	0.00493103	0.0042979	0.0036065	0.00291406	0.00249716	0.00222701
d1_4	0.0165757	0.00648919	0.0053209	0.00504858	0.00458459	0.0043069	0.00399103	0.00369116	0.00320148	0.00293986	0.00331502
d1_5	0.00816068	0.00419154	0.00381015	0.00370522	0.00377287	0.00382127	0.00374975	0.00351651	0.00340888	0.00331378	0.0045976
d1_6	0.00392691	0.00259104	0.00254057	0.00281815	0.0029572	0.00308984	0.00318321	0.00331448	0.00335443	0.00366102	0.00618148
d1_7	0.00187809	0.00162091	0.00169147	0.00195609	0.00222613	0.00248203	0.00262989	0.00303552	0.00323786	0.00374417	0.00797611
d1_8	0.000796923	0.000833377	0.000972126	0.0013002	0.00147769	0.00179933	0.00218525	0.00248273	0.00278234	0.00352581	0.00997458
d1_9	0.000279246	0.000350571	0.000544729	0.000692201	0.000876126	0.00111256	0.00145616	0.00186096	0.00233021	0.00321727	0.0126604
d1_10	6.60817e-05	0.000108482	0.000179326	0.000239462	0.000353304	0.000559104	0.000772779	0.0011319	0.00153456	0.00248816	0
