	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101149	0.039526	0.0200129	0.0110913	0.00637763	0.00378193	0.00215512	0.00123494	0.000596494	0.000284953
d1_1	0.26394	0.0264147	0.016178	0.0114804	0.00840571	0.00603859	0.00436357	0.00304058	0.00203091	0.00129709	0.000749786
d1_2	0.0829712	0.0156667	0.0106258	0.00843762	0.00686294	0.00552807	0.00433375	0.00342575	0.00265489	0.0018853	0.00144184
d1_3	0.0347274	0.0099404	0.00765774	0.00651957	0.00571992	0.00497589	0.0043113	0.00353891	0.00305003	0.0025144	0.00231839
d1_4	0.0163734	0.00679558	0.00556794	0.00513115	0.00474266	0.00452202	0.00409216	0.00376216	0.00330227	0.00302473	0.00324367
d1_5	0.00785178	0.00444567	0.00408905	0.00387053	0.00390596	0.0038191	0.00378041	0.00355595	0.00358529	0.00349355	0.00437107
d1_6	0.00387536	0.00281892	0.00278198	0.0028817	0.00308858	0.00316208	0.00324879	0.00352204	0.00341736	0.00376481	0.0059932
d1_7	0.00195522	0.00164759	0.00184158	0.00192779	0.00222143	0.00249233	0.0026939	0.00297173	0.003261	0.00380323	0.00786857
d1_8	0.000840779	0.000858537	0.0010931	0.00129979	0.00150006	0.00181227	0.00213831	0.00249335	0.00291068	0.00380346	0.0100129
d1_9	0.000276188	0.000377635	0.000523254	0.000664892	0.000930069	0.00116166	0.00149227	0.00188296	0.00233864	0.00337062	0.0127286
d1_10	6.664e-05	9.97891e-05	0.000199193	0.000276663	0.000408593	0.00057402	0.000793803	0.00112745	0.00160127	0.00251986	0
