	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100202	0.0394136	0.0201883	0.0115656	0.00676965	0.00412775	0.00233357	0.00127679	0.00067096	0.000350309
d1_1	0.270226	0.023545	0.0154827	0.0111068	0.00834215	0.00619184	0.00442757	0.00306047	0.00212579	0.00142788	0.000868584
d1_2	0.080751	0.013994	0.010153	0.00814208	0.00681568	0.00561078	0.00447517	0.00348687	0.00265646	0.00191199	0.00147838
d1_3	0.0335723	0.00957603	0.00748478	0.00658624	0.00583797	0.00521186	0.00435669	0.00371418	0.00296491	0.00241007	0.00228212
d1_4	0.0160956	0.00633485	0.00556522	0.00514304	0.00481949	0.00458321	0.00410579	0.00374387	0.00323967	0.00283344	0.00333986
d1_5	0.00825263	0.00438864	0.00406637	0.0039389	0.00408934	0.00381919	0.00388471	0.00353366	0.00341927	0.00337093	0.00455031
d1_6	0.00423044	0.00269137	0.00288939	0.00296449	0.0031338	0.00341896	0.00335443	0.00343067	0.00340258	0.00353601	0.00591381
d1_7	0.00207315	0.00171719	0.00184724	0.00215297	0.00239973	0.00273688	0.00291948	0.00307602	0.00327107	0.00378398	0.00771314
d1_8	0.000951486	0.000917847	0.00111675	0.00136416	0.00167733	0.00193828	0.00224636	0.00253128	0.00290285	0.00357478	0.00998659
d1_9	0.00037263	0.00048642	0.000601566	0.000784482	0.000961458	0.00127863	0.00151772	0.00191443	0.00238713	0.00326382	0.0125992
d1_10	8.76243e-05	0.000122557	0.000188441	0.000297532	0.000476372	0.000571802	0.000843848	0.00111745	0.00157646	0.0023922	0
