	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0978347	0.0393276	0.0202516	0.0115307	0.00696306	0.00408968	0.00237799	0.00143301	0.00075853	0.000336985
d1_1	0.263334	0.0238417	0.0153381	0.0112153	0.00837077	0.00616629	0.00449709	0.00325493	0.00215429	0.00142541	0.000951015
d1_2	0.0817394	0.0143056	0.0103002	0.00820533	0.0068062	0.00575167	0.00440428	0.00359182	0.00277402	0.00209031	0.00158371
d1_3	0.0348997	0.00953248	0.00744288	0.00644129	0.00566819	0.00504808	0.004493	0.00370266	0.00308653	0.00254884	0.00243379
d1_4	0.0168267	0.00643201	0.00557569	0.005033	0.00480283	0.00443225	0.00411128	0.0037475	0.0034386	0.00309217	0.00341087
d1_5	0.00858726	0.00456185	0.00410477	0.00412702	0.00407434	0.00383471	0.00378891	0.00375141	0.00353135	0.00347712	0.0047007
d1_6	0.00442762	0.00294605	0.00302694	0.00304005	0.00312537	0.00327785	0.0033432	0.00333017	0.00348225	0.00358566	0.00615144
d1_7	0.00219108	0.0017975	0.00191789	0.00212787	0.00252745	0.00260677	0.00283214	0.00306064	0.00330212	0.0036869	0.00801068
d1_8	0.00100554	0.00101937	0.00117472	0.00145791	0.00165641	0.0020626	0.00227015	0.00255676	0.00302382	0.00366011	0.0100185
d1_9	0.000413494	0.000456298	0.000568165	0.00084944	0.00102789	0.00131966	0.00154261	0.00198786	0.00241399	0.00329124	0.0125265
d1_10	7.56032e-05	0.000144135	0.000257043	0.000310914	0.000458188	0.000669947	0.000885943	0.00116623	0.0017413	0.00244449	0
