	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0920841	0.0382053	0.0199678	0.011782	0.00704862	0.00444115	0.00254806	0.00154761	0.000837973	0.000409477
d1_1	0.266404	0.0253518	0.0154115	0.0111185	0.00834635	0.00613196	0.00467209	0.00321488	0.0023515	0.00149928	0.000995533
d1_2	0.0798899	0.0156716	0.0105301	0.00828363	0.00674763	0.00557386	0.00464069	0.00363118	0.00282808	0.0021127	0.00149833
d1_3	0.0332532	0.0106998	0.00787658	0.00663629	0.00571712	0.00491487	0.00431356	0.0037422	0.00322538	0.00268075	0.00220042
d1_4	0.0158043	0.00719363	0.0061073	0.00530291	0.00486151	0.00442148	0.00412875	0.00371353	0.00348288	0.00310414	0.00312861
d1_5	0.00808382	0.00479014	0.00424372	0.00404921	0.00411818	0.0038083	0.00381237	0.0036212	0.0035512	0.00355312	0.00437852
d1_6	0.00401667	0.00304786	0.00318296	0.00315391	0.00317051	0.00325088	0.00336342	0.00351116	0.00378252	0.0038217	0.00588128
d1_7	0.00204743	0.00184829	0.00208934	0.00220428	0.00240004	0.00261861	0.00287376	0.00318694	0.00335478	0.00409738	0.00763319
d1_8	0.000907598	0.00105397	0.00126237	0.00150058	0.00179617	0.00197066	0.0023029	0.00258784	0.00296993	0.00387205	0.00997216
d1_9	0.000410159	0.000471339	0.000671943	0.000785769	0.00113099	0.00129308	0.00158468	0.00197192	0.00244855	0.00344194	0.0125042
d1_10	0.000101568	0.000161283	0.000241624	0.000304503	0.000459779	0.000633398	0.000887037	0.00116346	0.00176102	0.00254247	0
