	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0990257	0.0387567	0.0198785	0.0111767	0.00653632	0.00390557	0.00229137	0.00121204	0.00069988	0.000320306
d1_1	0.26646	0.0250871	0.0156601	0.0112906	0.00850934	0.00624173	0.00444412	0.00317853	0.00213361	0.00135122	0.000847918
d1_2	0.0820666	0.0148828	0.0103294	0.00834242	0.00667166	0.00558041	0.00459733	0.00351504	0.00267537	0.00201794	0.00153505
d1_3	0.0344522	0.00970026	0.00757931	0.00652705	0.00559988	0.00506071	0.004335	0.0036154	0.00307091	0.00254049	0.00231475
d1_4	0.0164637	0.006496	0.00545788	0.0051789	0.0046778	0.0044189	0.00414069	0.00379672	0.00340504	0.00312184	0.00326212
d1_5	0.00826835	0.00439721	0.00413157	0.00406605	0.00390947	0.00381568	0.0037986	0.00376006	0.00358663	0.00343004	0.00464777
d1_6	0.0040637	0.00288172	0.00282494	0.00306968	0.00307086	0.00312906	0.00322712	0.00344474	0.00336328	0.00364056	0.00616896
d1_7	0.00197302	0.00170006	0.00182308	0.00205565	0.00233107	0.00254108	0.00270786	0.00301235	0.00329198	0.00383466	0.00786491
d1_8	0.000930636	0.000951254	0.00110595	0.00136652	0.00165399	0.00185411	0.00210224	0.00254377	0.00289003	0.00374778	0.0101391
d1_9	0.000356733	0.000439285	0.000575408	0.000755169	0.00100466	0.00131895	0.00162472	0.00189076	0.00235931	0.00337878	0.0130015
d1_10	8.03605e-05	0.000134094	0.000186708	0.000299202	0.000448863	0.000555047	0.000778935	0.00115833	0.00158629	0.00251247	0
