	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.093703	0.0370819	0.0193919	0.0109863	0.00653466	0.00379803	0.00225048	0.00128495	0.00071219	0.000335518
d1_1	0.26938	0.0263606	0.0159452	0.0113576	0.00813192	0.00590998	0.00440124	0.00306873	0.00216137	0.00140119	0.000850863
d1_2	0.0839101	0.0159762	0.0106129	0.00829929	0.00672615	0.00565319	0.00445972	0.00353636	0.00280973	0.00203929	0.00156826
d1_3	0.0348056	0.0103761	0.00768117	0.00641947	0.00575245	0.00489135	0.00425695	0.00371617	0.0031759	0.0026661	0.00240975
d1_4	0.0162816	0.00684287	0.0056009	0.00497983	0.00465885	0.0042982	0.00402386	0.00377869	0.00336609	0.00320178	0.00346001
d1_5	0.00811185	0.00437261	0.00402442	0.0037277	0.00382233	0.00391786	0.00374735	0.00356745	0.00355891	0.00352285	0.00491276
d1_6	0.00389283	0.00279643	0.00273189	0.00287086	0.00295128	0.00304903	0.00324173	0.00331879	0.00351981	0.00395828	0.0063246
d1_7	0.00190927	0.00163433	0.00177855	0.00203721	0.0022089	0.00241116	0.00276361	0.00295094	0.00330898	0.00406515	0.00824027
d1_8	0.000855336	0.000860918	0.0011063	0.00119622	0.00159365	0.00186711	0.00207125	0.0024729	0.00293951	0.00399757	0.0106628
d1_9	0.000317791	0.000408978	0.000532836	0.000685372	0.000905369	0.00108909	0.00142326	0.00190166	0.00233358	0.00347663	0.0134132
d1_10	6.66604e-05	0.000116487	0.000184593	0.000268318	0.000385552	0.000564922	0.000778759	0.00106885	0.0014286	0.00249346	0
