	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0997477	0.0389898	0.019656	0.0109506	0.00617845	0.00358081	0.00207852	0.00116376	0.000612458	0.000286101
d1_1	0.268948	0.0250811	0.0159278	0.0113522	0.0082776	0.00594885	0.00444151	0.00302044	0.00201408	0.00130233	0.000731868
d1_2	0.0819884	0.0147163	0.0103871	0.00828556	0.00688151	0.00575416	0.00450865	0.00350795	0.00271059	0.00191862	0.00143211
d1_3	0.0340029	0.00959646	0.0074578	0.00672348	0.00583984	0.00507748	0.00440418	0.00361559	0.00296546	0.0025481	0.00231564
d1_4	0.0159454	0.0065395	0.00554623	0.00510529	0.00490158	0.00462442	0.00421473	0.00384975	0.00341097	0.00303827	0.00325888
d1_5	0.0080453	0.00426479	0.00400863	0.00402403	0.00400583	0.00408636	0.00384217	0.00368325	0.00353258	0.00340909	0.00465101
d1_6	0.00393227	0.00273409	0.00276927	0.00299757	0.00314389	0.00331751	0.00338993	0.00343599	0.00349213	0.00374593	0.00606776
d1_7	0.00189905	0.00169661	0.00174414	0.00198334	0.00235224	0.00252568	0.00281955	0.00311843	0.00325678	0.00382958	0.00798045
d1_8	0.000816496	0.000889528	0.00111656	0.00132285	0.00159191	0.00193391	0.00214183	0.0024307	0.00290957	0.00370587	0.0102745
d1_9	0.000277158	0.00038048	0.000529981	0.000724134	0.000957298	0.00113827	0.00150374	0.00184512	0.00239569	0.00332728	0.0132387
d1_10	6.69231e-05	0.000115754	0.000183066	0.000271	0.000362747	0.000554508	0.000805622	0.00107369	0.00162762	0.00233921	0
