	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0969035	0.0388536	0.019933	0.0113305	0.00670254	0.00394093	0.0023353	0.00137672	0.000715249	0.000292605
d1_1	0.271988	0.026722	0.0162568	0.0112682	0.00847761	0.006049	0.00434351	0.00314864	0.00218894	0.00145006	0.000819746
d1_2	0.0817519	0.0160406	0.0107546	0.00817295	0.00675347	0.00540734	0.00439959	0.00341844	0.00267397	0.0019449	0.00140702
d1_3	0.0331484	0.010335	0.00781493	0.00647867	0.00557478	0.00473548	0.004154	0.00375394	0.00313787	0.00264834	0.00221134
d1_4	0.0155344	0.00681619	0.0058625	0.00502773	0.00469616	0.00437869	0.003931	0.00363541	0.00336333	0.00308611	0.00306861
d1_5	0.00769623	0.00460734	0.00411171	0.00393446	0.00387803	0.00368254	0.00366223	0.0035848	0.00350547	0.00358075	0.00434136
d1_6	0.00370646	0.00290501	0.00286311	0.00292204	0.00294753	0.00311777	0.0032267	0.00331193	0.00362919	0.00369617	0.00578101
d1_7	0.0018607	0.00177438	0.00190583	0.00211436	0.00217778	0.00234017	0.00274654	0.00299804	0.00336231	0.00381402	0.00747987
d1_8	0.000785774	0.000877643	0.0011251	0.00130622	0.00153873	0.00180473	0.0021755	0.00244488	0.00295898	0.0038626	0.00966992
d1_9	0.000310952	0.000432602	0.000538248	0.00073365	0.000909305	0.00118056	0.00158047	0.00182543	0.00240459	0.00330812	0.0124465
d1_10	5.85145e-05	0.000121057	0.000197091	0.000262829	0.000359941	0.000551314	0.000767583	0.00109831	0.00148387	0.00239916	0
