	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.104561	0.0415415	0.0214259	0.0121972	0.00716072	0.0042894	0.00240068	0.0013149	0.000670635	0.000296325
d1_1	0.253507	0.0245462	0.0159237	0.0115929	0.00861833	0.00635235	0.00449851	0.00312637	0.00209686	0.00130965	0.000715871
d1_2	0.0779731	0.0148693	0.0109252	0.00855887	0.00710125	0.00580673	0.00456234	0.00338098	0.00244689	0.00178164	0.00125272
d1_3	0.0327847	0.00999416	0.00796617	0.00687466	0.0061952	0.00517615	0.00442115	0.00362678	0.00285762	0.00223989	0.00189305
d1_4	0.0159298	0.00688949	0.00599276	0.00550237	0.00511291	0.00474568	0.00420275	0.00373706	0.003274	0.00274306	0.00275748
d1_5	0.0080233	0.00454399	0.00438451	0.00429158	0.00431669	0.00422127	0.00397451	0.00372001	0.00343396	0.00316816	0.00392036
d1_6	0.00405157	0.00295964	0.00304787	0.00320133	0.00339872	0.00352586	0.00362651	0.00356444	0.0035469	0.00364839	0.00542999
d1_7	0.00196471	0.00177221	0.00202352	0.00229435	0.00265543	0.00278879	0.00314491	0.0032388	0.0033752	0.0037431	0.00704477
d1_8	0.000919635	0.000997456	0.00119311	0.00152372	0.00186509	0.00226163	0.00253754	0.0027878	0.00319749	0.00377975	0.00917646
d1_9	0.000346749	0.000512788	0.000659149	0.000914096	0.00112141	0.00150452	0.00180284	0.00216419	0.00259647	0.00344866	0.0115231
d1_10	0.000102582	0.000161017	0.000222646	0.000376798	0.000588467	0.000773753	0.00106194	0.00140381	0.00187281	0.00283556	0
