	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0930237	0.0372658	0.019425	0.0112261	0.00667193	0.00407909	0.00238761	0.00130446	0.000678446	0.000284893
d1_1	0.267839	0.0229107	0.0153806	0.0112613	0.00845069	0.00643381	0.00447743	0.00321879	0.00216152	0.00141039	0.000851782
d1_2	0.0798384	0.0142442	0.0102793	0.00872315	0.00732401	0.00572622	0.0047784	0.00357767	0.00267816	0.00195899	0.00154455
d1_3	0.0331492	0.00956713	0.00769738	0.00678629	0.00597657	0.00526328	0.00462192	0.00392169	0.00318695	0.00251689	0.0023514
d1_4	0.0161719	0.00669618	0.00584092	0.00552286	0.00519667	0.00477515	0.0043729	0.00393749	0.00350499	0.00297188	0.00331473
d1_5	0.00836259	0.00447681	0.00430273	0.00426165	0.00418216	0.00425626	0.00395903	0.00387609	0.0036519	0.00347134	0.00479165
d1_6	0.00420579	0.00283348	0.00304338	0.00317791	0.00337986	0.00342413	0.00362816	0.00367383	0.00361054	0.00378544	0.00621762
d1_7	0.00206991	0.00170283	0.00200347	0.00233202	0.00254824	0.0027275	0.00297596	0.00324481	0.00342692	0.00384485	0.00804152
d1_8	0.000937463	0.000970747	0.00113749	0.00138017	0.00182303	0.00199424	0.002489	0.0027909	0.00299938	0.00382488	0.0105124
d1_9	0.000336048	0.000456883	0.000602908	0.000786304	0.000982227	0.0013565	0.00165481	0.00195023	0.00248837	0.00313892	0.0131705
d1_10	5.33441e-05	0.000139839	0.0001958	0.000345204	0.000465382	0.000631245	0.000881507	0.00118114	0.00166695	0.002406	0
