	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0967562	0.0378856	0.0194622	0.0109192	0.00628239	0.0036075	0.00209463	0.00116165	0.000588053	0.000320594
d1_1	0.255395	0.0253448	0.0160765	0.0116359	0.00857897	0.00622981	0.00450109	0.00308791	0.00202813	0.00125739	0.000812193
d1_2	0.0817957	0.0150571	0.0108185	0.00868785	0.00709044	0.00573947	0.00469952	0.00351137	0.00273005	0.00209162	0.00145588
d1_3	0.0348654	0.0101793	0.00790389	0.00684544	0.00612287	0.00524304	0.00452706	0.00375951	0.00317131	0.00264305	0.00236941
d1_4	0.0169307	0.00684792	0.00585396	0.00542209	0.0049826	0.00468101	0.00456191	0.00406925	0.00346292	0.00304955	0.00343793
d1_5	0.00832204	0.0045301	0.00416727	0.0041332	0.00431548	0.00413614	0.00407378	0.00373083	0.00352478	0.00356496	0.00474398
d1_6	0.00424377	0.00284214	0.00289754	0.00319209	0.00353993	0.00334212	0.00349163	0.00363792	0.00367062	0.00391242	0.00644284
d1_7	0.00204118	0.00177017	0.00189528	0.00208414	0.00240515	0.00266473	0.00301057	0.00320938	0.00343638	0.00411405	0.0082816
d1_8	0.000902954	0.00098372	0.00118638	0.00135354	0.00170906	0.00199508	0.00227221	0.00267828	0.00316848	0.00382073	0.0106481
d1_9	0.000321955	0.000383381	0.000557214	0.000775406	0.00106249	0.00130205	0.00158965	0.00205285	0.00243024	0.00348593	0.0133939
d1_10	8.50423e-05	0.000109177	0.000171272	0.000295086	0.000414575	0.000600311	0.000900118	0.00115144	0.00163568	0.00256246	0
