	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0962622	0.0384563	0.0199109	0.0114877	0.00674928	0.00404264	0.00242188	0.00135584	0.000718396	0.00035311
d1_1	0.273991	0.0256291	0.0156701	0.0111236	0.00824398	0.00607258	0.00440591	0.00318875	0.00217387	0.00145135	0.000891127
d1_2	0.0811521	0.0154179	0.01037	0.00820064	0.0066852	0.00538327	0.00435358	0.00356837	0.00277553	0.00200076	0.00146983
d1_3	0.0330935	0.00986355	0.00751492	0.00653088	0.00567929	0.0050156	0.00424734	0.00371351	0.0030005	0.00249825	0.00229737
d1_4	0.0154945	0.00672525	0.00558619	0.00517881	0.00482855	0.00440027	0.00412891	0.00376102	0.00334232	0.00299106	0.00317204
d1_5	0.00789999	0.00444813	0.00410314	0.00402722	0.00381721	0.00376341	0.00363998	0.00361831	0.0035445	0.0034184	0.00456346
d1_6	0.00382285	0.00287591	0.00284478	0.00302907	0.00314142	0.00318661	0.00340312	0.00340449	0.00344364	0.00366898	0.00588347
d1_7	0.00195341	0.00172506	0.00189451	0.0021378	0.00225971	0.00261698	0.00280665	0.0030389	0.00330692	0.00377267	0.00769717
d1_8	0.000848536	0.000915529	0.00118963	0.0013877	0.00153854	0.00180057	0.00218077	0.0024833	0.00292785	0.00375308	0.0099235
d1_9	0.000375355	0.000439743	0.000581965	0.000729256	0.000921667	0.00118365	0.00151752	0.00182206	0.00233041	0.00332252	0.0123597
d1_10	7.74596e-05	0.00011889	0.00019145	0.000321064	0.000429654	0.000570917	0.000817608	0.00107337	0.00157749	0.00249044	0
