	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.10073	0.0395551	0.0201351	0.0112602	0.00654198	0.00384412	0.0021503	0.00122292	0.000621992	0.000305497
d1_1	0.255586	0.0252074	0.0159589	0.0115453	0.0084728	0.00600148	0.00447712	0.00298982	0.00208668	0.00134258	0.000867907
d1_2	0.0826899	0.0149933	0.0104893	0.00851116	0.00693165	0.00559907	0.00447745	0.00353506	0.00267258	0.00202893	0.00149489
d1_3	0.0356775	0.0100088	0.00753899	0.00670154	0.00583728	0.00522593	0.0044257	0.00366909	0.00305897	0.00262139	0.00234522
d1_4	0.0170839	0.0067574	0.00549528	0.00524317	0.0049246	0.00453442	0.0042992	0.00376205	0.00340611	0.00310317	0.00342298
d1_5	0.00863439	0.00453599	0.00401312	0.00402339	0.00404565	0.00388939	0.0038821	0.00370251	0.00340907	0.00352016	0.00462528
d1_6	0.00429225	0.00291219	0.00285306	0.00300885	0.00327469	0.00327484	0.00346738	0.00348393	0.00342425	0.00374517	0.00618776
d1_7	0.00205629	0.00175849	0.00186755	0.00212019	0.00241868	0.0027113	0.00288161	0.00313544	0.00317433	0.00384182	0.00820462
d1_8	0.000885145	0.000949798	0.00110748	0.00141036	0.0016344	0.00191736	0.00223348	0.00262442	0.00302248	0.00373465	0.010058
d1_9	0.000348987	0.000411319	0.00057307	0.000705121	0.00101365	0.00123955	0.00150393	0.00186663	0.00245606	0.00331146	0.0130307
d1_10	7.99801e-05	0.000124979	0.000185605	0.000313404	0.000469024	0.000668569	0.000856472	0.0011849	0.00171193	0.00252151	0
