	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101572	0.0391255	0.0196584	0.0107167	0.00613088	0.00337885	0.00182306	0.00106838	0.000499147	0.000232141
d1_1	0.254685	0.0252693	0.0161234	0.0117369	0.00863688	0.00603722	0.0041834	0.00287083	0.00199606	0.00119377	0.000722243
d1_2	0.0829978	0.0149861	0.0107604	0.0088058	0.00707045	0.00585498	0.00452355	0.00349236	0.0026606	0.00183922	0.00141119
d1_3	0.03567	0.00976215	0.00770664	0.0067896	0.00595745	0.0053971	0.0044691	0.00387737	0.0030471	0.00250991	0.00233943
d1_4	0.0167121	0.00654718	0.00563359	0.00518296	0.00489108	0.00470808	0.00437714	0.00389886	0.00350659	0.00310861	0.00347647
d1_5	0.00847072	0.00429388	0.00406063	0.00402134	0.00413298	0.00407411	0.00394459	0.00378298	0.00356927	0.00349136	0.00483962
d1_6	0.00416439	0.00269235	0.00277658	0.00306382	0.00331519	0.00347294	0.00340957	0.0035489	0.00357587	0.00377745	0.00635183
d1_7	0.00203133	0.00162527	0.0017796	0.00215809	0.00232706	0.00273376	0.00290102	0.00321784	0.0033346	0.00383584	0.00839699
d1_8	0.000851862	0.000855525	0.00108459	0.00129403	0.00157487	0.00196499	0.00229568	0.00269333	0.00304211	0.00383814	0.0108185
d1_9	0.00029821	0.000383321	0.000568394	0.000691403	0.00093435	0.00121089	0.00162068	0.00200071	0.00236733	0.0032948	0.0134798
d1_10	5.46252e-05	9.48632e-05	0.000175602	0.000239898	0.000420674	0.000639175	0.000850951	0.00121802	0.00171118	0.00262863	0
