	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0866357	0.0364839	0.0201458	0.0122237	0.00771014	0.00485844	0.00303425	0.00186721	0.00107337	0.000469391
d1_1	0.288584	0.0253689	0.0146627	0.010365	0.00757481	0.00572978	0.00433803	0.00325146	0.00230842	0.00158082	0.000867375
d1_2	0.0738231	0.016031	0.0106582	0.00834944	0.00660837	0.00529202	0.00435429	0.00348778	0.00269603	0.00202412	0.00137736
d1_3	0.0295054	0.0108731	0.00807305	0.00663375	0.00585982	0.00489418	0.00432063	0.00371419	0.00301479	0.00255333	0.00203646
d1_4	0.0141637	0.00737423	0.00621439	0.00541994	0.00501233	0.00446002	0.00415629	0.0037512	0.00333578	0.00298561	0.00278723
d1_5	0.00705787	0.00483906	0.004384	0.00424471	0.00415609	0.0039665	0.00391836	0.0036421	0.00357874	0.0035588	0.00386502
d1_6	0.00366425	0.00312569	0.00304849	0.00315809	0.003283	0.00325885	0.00345555	0.00351791	0.00367057	0.00398857	0.00549666
d1_7	0.00183298	0.001873	0.00199836	0.00221073	0.00250598	0.00264429	0.00298654	0.0030944	0.00351674	0.00413821	0.00729944
d1_8	0.000855855	0.00108195	0.00120221	0.00145976	0.0016925	0.00185591	0.00225051	0.00270659	0.00306823	0.00402362	0.00961254
d1_9	0.000330891	0.000483816	0.00068022	0.00079543	0.000985303	0.00120542	0.00150993	0.00193008	0.00245573	0.00351215	0.0122729
d1_10	9.48854e-05	0.000175231	0.000234381	0.000338141	0.000471852	0.000658453	0.000887446	0.00110436	0.00154986	0.00256012	0
