	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.10365	0.0412452	0.0215987	0.0124177	0.00719375	0.00428862	0.00248986	0.00134229	0.000705533	0.000287722
d1_1	0.255263	0.0243361	0.0157917	0.0114999	0.00837685	0.00640278	0.00449146	0.0031211	0.00202673	0.0012032	0.000721004
d1_2	0.0770215	0.0148248	0.0107137	0.00863925	0.00704915	0.00570306	0.00450418	0.00348613	0.00247915	0.00171645	0.00123052
d1_3	0.031984	0.010092	0.0081211	0.00684912	0.00608004	0.00521098	0.00444013	0.0037858	0.00291783	0.00228616	0.00183463
d1_4	0.0153193	0.00688543	0.00619732	0.00557537	0.00517198	0.00485604	0.00443292	0.00381936	0.00327823	0.00277833	0.00279492
d1_5	0.00780851	0.0046373	0.00451397	0.00450895	0.00428497	0.00426868	0.00398112	0.00384045	0.003581	0.00314687	0.00384397
d1_6	0.00404144	0.00303102	0.00320579	0.0033422	0.0035705	0.00361005	0.0036011	0.00351978	0.00363744	0.00360582	0.00507164
d1_7	0.00196705	0.00183104	0.00207417	0.00246311	0.00260086	0.00296085	0.00312393	0.00326955	0.00351172	0.00373606	0.00689711
d1_8	0.000933899	0.000949761	0.00125602	0.00158901	0.00189537	0.0021777	0.00253217	0.00280103	0.00313062	0.00379198	0.00916067
d1_9	0.000354513	0.000421644	0.000629588	0.00092165	0.0011369	0.001561	0.00172477	0.00226183	0.00265093	0.0034849	0.011556
d1_10	7.8317e-05	0.000165389	0.000243305	0.000402429	0.000521832	0.00075124	0.00113078	0.0014077	0.00192941	0.00282784	0
