	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0989541	0.0388939	0.0200258	0.0112077	0.00666273	0.00390538	0.00217549	0.00122331	0.000669141	0.000331507
d1_1	0.260318	0.0247059	0.0156894	0.0115373	0.00833116	0.00611586	0.00436592	0.00324743	0.00212278	0.00136478	0.000867685
d1_2	0.0829042	0.0149329	0.0105623	0.00829821	0.00682253	0.00550231	0.00456348	0.00360717	0.00259058	0.00193572	0.00151424
d1_3	0.0355004	0.00975708	0.00770353	0.00652048	0.00575015	0.0050239	0.00439186	0.00379725	0.00312184	0.00255375	0.00241009
d1_4	0.0166951	0.00667638	0.00563493	0.00506101	0.00488994	0.0044624	0.00411706	0.00382906	0.00334812	0.00304362	0.00340043
d1_5	0.0085841	0.00454824	0.00401949	0.00413279	0.00389188	0.00393009	0.00377046	0.00375262	0.00350259	0.00355211	0.00476111
d1_6	0.00429589	0.00279326	0.00283647	0.0030045	0.00309442	0.003236	0.00333632	0.00336043	0.00352549	0.00372934	0.00618612
d1_7	0.00213565	0.00171026	0.00184322	0.00212658	0.00232841	0.00258884	0.0027935	0.00305654	0.00342663	0.00381463	0.00820782
d1_8	0.000912908	0.000907915	0.0010755	0.00137711	0.00172296	0.00184763	0.00217647	0.00254047	0.00304599	0.00377322	0.0104537
d1_9	0.000361953	0.00042718	0.000585085	0.000780341	0.000942268	0.00120262	0.00153898	0.00195104	0.00241565	0.0033511	0.0132611
d1_10	9.92838e-05	0.000139727	0.000191382	0.000280166	0.00044267	0.000587407	0.000816605	0.00120658	0.00154966	0.00252225	0
