	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101747	0.0397803	0.0202956	0.0113056	0.00660368	0.00384468	0.002232	0.00114329	0.000623695	0.000329154
d1_1	0.261071	0.0263987	0.0162243	0.0114894	0.00841935	0.00609263	0.0043548	0.00299932	0.00199912	0.00138832	0.000822022
d1_2	0.0843555	0.0156304	0.0106253	0.00844241	0.00669979	0.00555363	0.00432359	0.00341911	0.00264311	0.00209022	0.0014774
d1_3	0.0358744	0.0102333	0.00751755	0.00646229	0.00555804	0.00491862	0.0042837	0.00363825	0.00308469	0.00253515	0.00232119
d1_4	0.0170337	0.00672666	0.00549819	0.00500816	0.00468849	0.00424831	0.00404219	0.00357694	0.00336627	0.00294324	0.0033908
d1_5	0.00825308	0.00429804	0.00390311	0.00386502	0.00386031	0.003613	0.00369208	0.00362479	0.0033971	0.00334051	0.0044925
d1_6	0.00412847	0.00271541	0.0027673	0.00272777	0.00299422	0.00302891	0.00326669	0.00327539	0.00342701	0.00369557	0.00631325
d1_7	0.00196778	0.00167024	0.00180347	0.00198364	0.00222553	0.00245214	0.0025713	0.00300202	0.00317028	0.00385691	0.00785093
d1_8	0.000871518	0.000941739	0.00108354	0.00125156	0.00143145	0.00182267	0.00200398	0.00248294	0.00286275	0.00366467	0.00984585
d1_9	0.000318478	0.000443654	0.000471354	0.000666193	0.000911393	0.00115403	0.00147752	0.00182723	0.00228894	0.00336778	0.0125668
d1_10	8.25212e-05	0.000112188	0.000152173	0.000279867	0.000399132	0.000583678	0.000829668	0.00114234	0.00153175	0.00252206	0
