	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0906748	0.0374873	0.0200192	0.011936	0.00723161	0.00443434	0.00274738	0.00163167	0.000891376	0.000412115
d1_1	0.275685	0.0258209	0.0153846	0.0108386	0.00823229	0.00615327	0.00447959	0.00321679	0.00226543	0.00149469	0.000896141
d1_2	0.0795306	0.0158418	0.0105928	0.00807033	0.00662607	0.00536329	0.00447658	0.00355526	0.00286289	0.00215839	0.00145067
d1_3	0.0322006	0.010627	0.0077632	0.0064536	0.00561081	0.00490864	0.00424871	0.00375292	0.00319497	0.00259292	0.00221393
d1_4	0.0152192	0.00718548	0.00587405	0.00526185	0.00474695	0.00432966	0.00414517	0.00361133	0.00337184	0.00306473	0.00309613
d1_5	0.00776484	0.00478801	0.00426728	0.00406166	0.00401783	0.00379744	0.00372934	0.00361225	0.00358279	0.00358496	0.00429662
d1_6	0.00389623	0.00307271	0.00291784	0.00296932	0.00321356	0.00317914	0.0033052	0.00344867	0.00356739	0.00385417	0.00575905
d1_7	0.00196299	0.00189335	0.00198821	0.00227542	0.00237293	0.00258261	0.0027099	0.0030115	0.00330833	0.00402309	0.00753633
d1_8	0.000846686	0.00100583	0.00125426	0.00145716	0.00170885	0.00186947	0.00221892	0.00251906	0.00302629	0.00386879	0.00985619
d1_9	0.000321686	0.000448131	0.000586191	0.000794665	0.000969501	0.00127135	0.00165249	0.00182352	0.00229132	0.00347274	0.0125976
d1_10	9.23843e-05	0.000146154	0.000231726	0.000326097	0.000459208	0.000621471	0.000873391	0.0011213	0.00157116	0.00241037	0
