	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0962824	0.0384556	0.0197644	0.0110211	0.00665123	0.00392561	0.00228486	0.00122975	0.000653936	0.000301839
d1_1	0.266396	0.0261232	0.0160922	0.0114113	0.00834532	0.00595937	0.0044165	0.00310084	0.00211137	0.00138265	0.000830737
d1_2	0.081493	0.0155259	0.0107501	0.00836252	0.00688207	0.00553815	0.0045202	0.00357488	0.00268571	0.00196682	0.00142071
d1_3	0.0338529	0.0101653	0.00777911	0.00660543	0.00584028	0.00509198	0.00438273	0.00380777	0.00312998	0.00250425	0.00232174
d1_4	0.0160714	0.00682275	0.00588843	0.00522948	0.00497585	0.00456429	0.00415674	0.00377913	0.00346646	0.00302788	0.00323117
d1_5	0.00792752	0.00444298	0.00415199	0.00394197	0.00397158	0.0040322	0.00381033	0.00361523	0.00357623	0.00341813	0.0044938
d1_6	0.00399978	0.00284436	0.00294635	0.00300437	0.00306724	0.00331614	0.0034422	0.00344149	0.00364493	0.00379244	0.00606582
d1_7	0.0019599	0.0016196	0.00191722	0.00217052	0.00231172	0.00260516	0.00279412	0.00310877	0.00342408	0.00388457	0.00792224
d1_8	0.000818405	0.000910876	0.00108576	0.00136929	0.00163429	0.00181062	0.00222677	0.00252599	0.00302261	0.00377855	0.0100291
d1_9	0.000332261	0.000437688	0.000572517	0.000740496	0.000967233	0.00110736	0.00148963	0.00196008	0.00239954	0.00341024	0.0129363
d1_10	5.96928e-05	0.000118638	0.000149205	0.000268319	0.000418776	0.000609866	0.000738578	0.00112863	0.00164643	0.00247551	0
