	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0979426	0.0387045	0.0198308	0.0111125	0.00633736	0.0037821	0.00226835	0.00117064	0.000643541	0.000283359
d1_1	0.263912	0.0246157	0.0156979	0.0115042	0.00836532	0.00608669	0.00453214	0.00313883	0.00210035	0.00124656	0.00081439
d1_2	0.0817832	0.0148858	0.0105244	0.00844936	0.00701823	0.00568002	0.00442184	0.00360866	0.00266223	0.00198734	0.00148132
d1_3	0.0346068	0.00969653	0.00771033	0.00677303	0.00588801	0.00504549	0.00459441	0.0038403	0.00317389	0.0025512	0.00242768
d1_4	0.0165198	0.00663592	0.0055989	0.00520204	0.00490313	0.00456334	0.00426722	0.00380184	0.00336794	0.00307371	0.00338751
d1_5	0.00809674	0.00438218	0.00419121	0.00415928	0.00407398	0.00384494	0.0038907	0.00380353	0.0035876	0.00340424	0.00457597
d1_6	0.00420721	0.00280069	0.00284835	0.00300487	0.00319326	0.00331119	0.00341518	0.00347632	0.00350251	0.00378615	0.00619409
d1_7	0.00208632	0.00169837	0.00189104	0.00218359	0.00244731	0.00256484	0.00285513	0.0032375	0.00339467	0.00378458	0.00801588
d1_8	0.000872813	0.000913646	0.00109194	0.00139721	0.00159622	0.00193803	0.00220384	0.00259412	0.00301628	0.00379208	0.0103226
d1_9	0.000321414	0.000372806	0.000582885	0.000767332	0.00101665	0.00121789	0.00153849	0.00189995	0.00234709	0.00316734	0.0130956
d1_10	5.79983e-05	0.000127923	0.000170119	0.000300466	0.000432165	0.000604069	0.000804915	0.00119807	0.0016221	0.00248488	0
