	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.102196	0.0398216	0.0202205	0.011175	0.00648094	0.00379932	0.00221532	0.00121803	0.000665471	0.000304947
d1_1	0.265771	0.0249195	0.0157712	0.0113373	0.00820283	0.00608105	0.00438115	0.0029805	0.00212789	0.00143191	0.000804651
d1_2	0.0833001	0.0148481	0.0103281	0.00823066	0.00676011	0.0053687	0.004451	0.00346025	0.00260194	0.00195701	0.00149583
d1_3	0.0352302	0.00957825	0.00748188	0.00640116	0.00554783	0.00493338	0.00426284	0.00374332	0.00315639	0.0025637	0.00238745
d1_4	0.0166521	0.00651147	0.00544006	0.00498722	0.0046703	0.0044079	0.00421438	0.00368639	0.00334655	0.00291632	0.00340011
d1_5	0.00818827	0.00435594	0.00398593	0.0037665	0.00385481	0.00388635	0.00367989	0.00348689	0.00354546	0.00348267	0.00452232
d1_6	0.0042051	0.00272494	0.00280639	0.00291439	0.0031038	0.00317974	0.00322709	0.00338832	0.00342906	0.00367772	0.0061581
d1_7	0.00205172	0.00171958	0.00188502	0.00205839	0.00223753	0.00245186	0.0026612	0.00295865	0.00327673	0.00368868	0.00788969
d1_8	0.000878653	0.00089309	0.00108435	0.00127957	0.00155825	0.00172053	0.00213036	0.00237824	0.00287983	0.00362902	0.00992978
d1_9	0.000288077	0.000455722	0.000576868	0.000663713	0.000947604	0.00117225	0.0014142	0.00183128	0.00231518	0.00320487	0.0125557
d1_10	7.68417e-05	0.000137288	0.000186906	0.000310145	0.000407599	0.000554866	0.000802852	0.00109908	0.00153779	0.00242387	0
