	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0973982	0.0388456	0.0199252	0.0113942	0.0065863	0.00386969	0.00227871	0.00129738	0.000689003	0.000310177
d1_1	0.267799	0.026345	0.0160242	0.0112549	0.00830748	0.00619074	0.00437793	0.00316221	0.00213819	0.00135691	0.000859053
d1_2	0.0834099	0.0157118	0.0105331	0.00827404	0.00680069	0.00551752	0.00434569	0.00349119	0.00267018	0.00208552	0.00149429
d1_3	0.0350921	0.0102051	0.00758941	0.00631853	0.00560519	0.00500986	0.00432808	0.00361268	0.00298807	0.00254549	0.0024218
d1_4	0.0163235	0.00678873	0.00550766	0.00498773	0.00467979	0.00447265	0.00399218	0.00357839	0.00327118	0.00313207	0.00332893
d1_5	0.00808216	0.00440329	0.00404922	0.00386058	0.00372533	0.00391043	0.00358152	0.00354495	0.00354869	0.00344717	0.00457714
d1_6	0.00405538	0.00288667	0.00273918	0.00277229	0.00294229	0.00318605	0.00319691	0.00327325	0.00341161	0.00378001	0.00606811
d1_7	0.00201282	0.0016748	0.00170524	0.00197304	0.00229884	0.00257588	0.0026548	0.00286919	0.00323457	0.00387482	0.00793455
d1_8	0.000839525	0.000965815	0.00105949	0.0012659	0.00149441	0.00174409	0.00209955	0.00247509	0.00284228	0.00379512	0.0101531
d1_9	0.000298828	0.000387274	0.000512439	0.0007213	0.000926735	0.00116936	0.00139331	0.00178734	0.00231715	0.0033313	0.0126994
d1_10	6.36416e-05	0.000126923	0.000176827	0.000247205	0.000376858	0.000537502	0.000782683	0.00107307	0.00155198	0.00241045	0
