	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.0986687	0.0388147	0.0199695	0.011081	0.00638185	0.00374735	0.00215785	0.00124971	0.000614776	0.000315501
d1_1	0.268074	0.0241791	0.0155996	0.0115093	0.00837577	0.00606278	0.00438813	0.00308338	0.00209534	0.00133215	0.000817089
d1_2	0.0827561	0.0143651	0.0101549	0.00851675	0.00695643	0.00557656	0.00459847	0.00349748	0.00263408	0.00199969	0.00153812
d1_3	0.0344047	0.0095231	0.00743324	0.00635904	0.00569227	0.00510184	0.00441983	0.00371196	0.00310741	0.00256146	0.00238551
d1_4	0.0167907	0.00648575	0.0054748	0.00521897	0.00483309	0.00455714	0.0042193	0.00375945	0.00325308	0.00309607	0.00347526
d1_5	0.00850099	0.0042968	0.00394198	0.00392197	0.00394059	0.00376641	0.00385009	0.00365361	0.00342232	0.0033937	0.00487259
d1_6	0.00413223	0.00276509	0.00271043	0.00290162	0.00317147	0.00331995	0.00336906	0.00350379	0.00352162	0.00369113	0.00642563
d1_7	0.0019935	0.00162835	0.0018278	0.00201991	0.00235598	0.00260475	0.00279705	0.002923	0.00325164	0.00373004	0.00798724
d1_8	0.000900232	0.00093582	0.00105515	0.00124417	0.00163674	0.00182848	0.00216629	0.00262935	0.00287333	0.00361677	0.0103484
d1_9	0.000322283	0.000405771	0.000556542	0.000776855	0.000944584	0.00121069	0.00149966	0.00192047	0.00233554	0.0031212	0.012952
d1_10	8.33446e-05	0.000119212	0.000201749	0.000251086	0.000438389	0.000560867	0.000835222	0.00116611	0.00155457	0.0023412	0
