	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101336	0.0397883	0.020162	0.0111696	0.00639329	0.00387681	0.00221703	0.00116183	0.000635162	0.000305749
d1_1	0.268368	0.0236594	0.0153911	0.0113933	0.00838472	0.00606333	0.00457686	0.0030645	0.0020523	0.00126228	0.000793864
d1_2	0.0824602	0.0136339	0.0100616	0.00829673	0.00701908	0.00553143	0.00454835	0.00344317	0.00257114	0.00189723	0.00147767
d1_3	0.0343801	0.00921052	0.00740096	0.00652217	0.00574165	0.00507429	0.0043795	0.00371833	0.00302452	0.00237372	0.0023726
d1_4	0.016433	0.00626954	0.00545995	0.0052017	0.00498395	0.00447456	0.0040727	0.00375576	0.00335735	0.00296438	0.00339199
d1_5	0.0081475	0.00430117	0.00399723	0.00404488	0.00405137	0.00381097	0.00390204	0.00370583	0.00343417	0.00338855	0.00455851
d1_6	0.00415621	0.00273292	0.00280968	0.00295543	0.00303576	0.00328583	0.00344882	0.00339581	0.00343526	0.00362105	0.00613266
d1_7	0.00206177	0.00151405	0.00181361	0.00214166	0.00238503	0.00262669	0.00276888	0.00301071	0.00328878	0.00365082	0.00787158
d1_8	0.000855154	0.000886132	0.0010444	0.00132604	0.00165087	0.00186855	0.00231107	0.00252762	0.00288305	0.00344468	0.010296
d1_9	0.00032396	0.00037481	0.000572845	0.000756316	0.00105599	0.00117383	0.00155408	0.00194383	0.0023379	0.00315824	0.0128868
d1_10	8.72954e-05	0.000131401	0.000192595	0.000305962	0.000447486	0.000572633	0.000803903	0.00116998	0.001679	0.00233293	0
