	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.101856	0.041391	0.0216892	0.0125046	0.00756528	0.00455179	0.00255891	0.0015182	0.000753062	0.000342769
d1_1	0.260907	0.0237257	0.015216	0.0111927	0.00831382	0.00612251	0.0044172	0.00309274	0.00213752	0.00125689	0.000658523
d1_2	0.0763572	0.0148241	0.0105369	0.0086107	0.00685328	0.00558101	0.00448959	0.0033744	0.00257938	0.00174487	0.00127243
d1_3	0.0319915	0.010059	0.0080072	0.00689378	0.00602141	0.00515878	0.00437837	0.00370436	0.00300761	0.00219291	0.00189603
d1_4	0.01511	0.00703363	0.00594558	0.00553869	0.00521317	0.00466019	0.00423966	0.00379842	0.00318251	0.00279975	0.00274289
d1_5	0.00780836	0.00466717	0.0043848	0.00431442	0.00438332	0.00421314	0.00406674	0.00377253	0.00342195	0.00319378	0.00388495
d1_6	0.00403068	0.00298979	0.00313546	0.0032593	0.00341702	0.0035754	0.00359582	0.00359487	0.00343645	0.00365665	0.00508931
d1_7	0.00197353	0.0017793	0.00211904	0.00239773	0.00256009	0.00285411	0.00310769	0.00329013	0.00339802	0.00373951	0.00699433
d1_8	0.000926323	0.00101266	0.00132837	0.00145978	0.00192194	0.00216074	0.00244626	0.00288799	0.00314657	0.00381986	0.00910898
d1_9	0.000312503	0.000466501	0.000733925	0.000918015	0.00111485	0.00143955	0.00177462	0.0021761	0.00264426	0.00342786	0.0117013
d1_10	9.31928e-05	0.000151523	0.000277699	0.000364815	0.000583144	0.00076933	0.00101848	0.00144807	0.00194302	0.00274541	0
