	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.102777	0.0392364	0.0193644	0.0105539	0.00583511	0.00329309	0.00177486	0.000946737	0.000531534	0.00022322
d1_1	0.254591	0.0243473	0.0162438	0.011874	0.00847059	0.0061055	0.0042644	0.00290976	0.0018485	0.00116972	0.000704919
d1_2	0.0838467	0.0144507	0.0105416	0.00867691	0.00712095	0.0057022	0.00443251	0.00343463	0.00250637	0.00188079	0.00146027
d1_3	0.0357322	0.00939824	0.00750431	0.00663706	0.00606399	0.00525002	0.00458958	0.00384496	0.00312651	0.00241193	0.00235222
d1_4	0.0172741	0.00628465	0.00563864	0.00537938	0.00494571	0.00470115	0.00442233	0.00394602	0.00352162	0.00308219	0.00354229
d1_5	0.00852775	0.00404123	0.00406054	0.0040245	0.00419236	0.00411832	0.00406711	0.00378105	0.0036963	0.00338739	0.00491558
d1_6	0.00422813	0.00270284	0.00284095	0.00302727	0.00321144	0.00335684	0.0034091	0.00357349	0.00367959	0.0037593	0.00678426
d1_7	0.0019799	0.00153979	0.00181691	0.00213203	0.00237041	0.00265471	0.00300719	0.0030733	0.00336974	0.00386735	0.00847568
d1_8	0.000867039	0.000814395	0.00103953	0.00125125	0.00158697	0.00193796	0.00231546	0.00261265	0.00299931	0.00385266	0.0110292
d1_9	0.00030846	0.000367328	0.000506092	0.000681811	0.000939605	0.00124762	0.00159078	0.0020084	0.00245484	0.00332355	0.014057
d1_10	6.17284e-05	0.000121879	0.000167767	0.000222577	0.00042181	0.000521248	0.000823047	0.00117764	0.00172384	0.00252505	0
