	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10
d1_0	0	0.100698	0.0394847	0.0198585	0.0112567	0.00640284	0.00373635	0.00217277	0.00121001	0.000583361	0.000299885
d1_1	0.265873	0.0254561	0.0159738	0.011385	0.00836793	0.00612662	0.0044503	0.00298227	0.00205978	0.00130354	0.000805239
d1_2	0.0833334	0.0149318	0.0105376	0.00836604	0.00682699	0.0056151	0.00439989	0.00349725	0.00258695	0.00189568	0.00141336
d1_3	0.0347547	0.00999349	0.00751975	0.00643026	0.0057792	0.00496991	0.00438882	0.00363421	0.00305436	0.00253369	0.00225579
d1_4	0.0161408	0.00655729	0.00551604	0.00512914	0.00473505	0.00447321	0.00412669	0.00384708	0.00337547	0.00298367	0.00338095
d1_5	0.00804697	0.00433299	0.00393863	0.00386635	0.00383097	0.00381716	0.00370789	0.00358126	0.00345941	0.00339042	0.00449421
d1_6	0.00406127	0.00279008	0.00280739	0.00302243	0.0030315	0.00322766	0.00329914	0.00341378	0.00347855	0.00364758	0.00599638
d1_7	0.00193488	0.00165323	0.00178315	0.00196863	0.00231198	0.0025259	0.00283722	0.00289307	0.00334054	0.00394814	0.00786276
d1_8	0.000765481	0.000865751	0.00100362	0.00133182	0.00153028	0.00187404	0.00211726	0.00248518	0.0029673	0.00357875	0.0102467
d1_9	0.000326007	0.000394746	0.000536863	0.000693996	0.000954001	0.00115303	0.00154478	0.00181681	0.00235027	0.00329284	0.0128157
d1_10	8.28936e-05	9.38411e-05	0.000190536	0.000273495	0.000398175	0.000545945	0.000841849	0.00107302	0.00162522	0.00245805	0
